image_path,class
Tomato___Septoria_leaf_spot\ba4018a6-a7a3-4ce0-9abf-756b708e0830___Matt.S_CG 6603.JPG,Tomato___Septoria_leaf_spot
Tomato___Late_blight\566f6d0f-e441-49a3-a7a1-a3210682b6e7___GHLB2 Leaf 8591.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\01ce3a43-e874-4317-b4fe-dea4402cb7ce___UF.GRC_YLCV_Lab 09572.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\7e77fde0-ab1b-4256-be51-0f6eecf85007___RS_Late.B 6995.JPG,Tomato___Late_blight
Tomato___healthy\a01d8297-f16b-41ab-b7b9-6343d5b7d8a6___RS_HL 0419.JPG,Tomato___healthy
Potato___Late_blight\df6898c4-f3a1-4ff2-8f44-3bc45a8d4ec5___RS_LB 3316.JPG,Potato___Late_blight
Tomato___Bacterial_spot\8c3a26fe-2c28-4f55-9a5b-3d8b2be54502___GCREC_Bact.Sp 3682.JPG,Tomato___Bacterial_spot
Tomato___Early_blight\f6ddeb19-8aa3-40f5-8b60-b2f404f13407___RS_Erly.B 7705.JPG,Tomato___Early_blight
Corn_(maize)___Common_rust_\RS_Rust 2621.JPG,Corn_(maize)___Common_rust_
Tomato___Bacterial_spot\c1968e07-0f5b-4187-b718-868f1c24228d___GCREC_Bact.Sp 3639.JPG,Tomato___Bacterial_spot
Tomato___Spider_mites Two-spotted_spider_mite\81ba2ad9-db9d-452e-80bd-54aca04c7ca5___Com.G_SpM_FL 8731.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\cc626576-7249-415d-88b1-4dfc47168b8e___UF.GRC_YLCV_Lab 03093.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\9299f3e8-15ee-4cf2-997a-058bb19900a5___RS_HL 9781.JPG,Tomato___healthy
Apple___Black_rot\01e94c43-0879-4e8c-9b61-c48cfed88dab___JR_FrgE.S 3024.JPG,Apple___Black_rot
Tomato___Late_blight\16a3a1a3-3e8b-4192-999d-2728df11549d___RS_Late.B 4983.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\83ecce4f-12d0-4d5a-8c65-8f0b2b24de73___GCREC_Bact.Sp 3259.JPG,Tomato___Bacterial_spot
Tomato___Target_Spot\c1f46832-8f04-4984-b911-f87f764727fe___Com.G_TgS_FL 7922.JPG,Tomato___Target_Spot
Tomato___Septoria_leaf_spot\f93d5fb9-3505-456e-a494-531738e66e6d___JR_Sept.L.S 8473.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Northern_Leaf_Blight\c0b461c8-cb13-47c8-8e35-25996de22e7e___RS_NLB 3618.JPG,Corn_(maize)___Northern_Leaf_Blight
Corn_(maize)___Northern_Leaf_Blight\92ace470-d37c-45c6-9416-c03b6ea60f6f___RS_NLB 3882.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\87f071a9-9857-437e-8eb3-b699eb945ad3___UF.GRC_YLCV_Lab 09406.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\46e093ee-26f6-4069-a128-b4efff8355de___YLCV_GCREC 2902.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Apple_scab\154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434.JPG,Apple___Apple_scab
Corn_(maize)___Northern_Leaf_Blight\a3155868-d50e-45d7-a0bf-870d3f5d16eb___RS_NLB 4263.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4198f5d4-9ebb-4464-a8f5-cd75b77915fb___YLCV_NREC 0235.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___healthy\a63a23d0-2830-4962-b5a8-2776e9c3ba1d___R.S_HL 8184 copy 2.jpg,Corn_(maize)___healthy
Potato___Early_blight\495e73a1-0f61-43a6-b539-d7f74e3fbf71___RS_Early.B 8245.JPG,Potato___Early_blight
Tomato___Leaf_Mold\f7a198ea-1064-41ab-be9c-f0bab081a128___Crnl_L.Mold 6918.JPG,Tomato___Leaf_Mold
Tomato___Target_Spot\b5147040-e2d7-46cf-bb51-9b167b968d7b___Com.G_TgS_FL 0777.JPG,Tomato___Target_Spot
Tomato___healthy\8c5dbb8f-90fb-4ec7-9563-11e54723687e___GH_HL Leaf 190.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8abed001-72ef-4918-ba5e-3487fabb240a___UF.GRC_YLCV_Lab 02478.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\16c1763a-8e49-436c-865e-be56d8dadf4f___GHLB2 Leaf 9107.JPG,Tomato___Late_blight
Apple___healthy\1230a95a-5f08-4fd6-b6e9-44c0c7b1fe8c___RS_HL 8092.JPG,Apple___healthy
Apple___Apple_scab\1bc60205-27cc-4d10-bc87-7e968573e5d5___FREC_Scab 3531.JPG,Apple___Apple_scab
Apple___healthy\cd39b453-a3bf-4c8c-9a17-98d8a9cde2a0___RS_HL 5775.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\a794f07f-c181-4e69-95a6-ac1ae5d6929b___YLCV_GCREC 2377.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\fef6e580-b1a6-4093-829d-73472fc5c9f9___Matt.S_CG 7545.JPG,Tomato___Septoria_leaf_spot
Tomato___Bacterial_spot\7140eec5-60f1-49bb-a0dd-4cea65897848___UF.GRC_BS_Lab Leaf 9310.JPG,Tomato___Bacterial_spot
Corn_(maize)___healthy\a734f999-8a2c-404e-a46c-7fc8d6f7883a___R.S_HL 8047 copy.jpg,Corn_(maize)___healthy
Potato___Early_blight\593de3cd-1e2e-4943-b5f3-ef9d5d857894___RS_Early.B 8336.JPG,Potato___Early_blight
Apple___healthy\fed54ef2-dab8-4f5f-9cdc-f6c76b9314fb___RS_HL 6118.JPG,Apple___healthy
Tomato___Target_Spot\88877f3e-d166-4582-bbca-4b5a42687177___Com.G_TgS_FL 0728.JPG,Tomato___Target_Spot
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\de571dd2-b61a-488d-8c1a-c95b72720109___RS_GLSp 4647.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\770340c5-ea69-4baf-b5b7-abbb272f6255___YLCV_NREC 2838.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\4b2958d2-b93d-4ed1-b899-01a6c3a5b8b6___RS_HL 7768.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f45de70c-793e-4bd0-abee-27f51ecc3b6c___YLCV_GCREC 5379.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Early_blight\15fb19ad-8a5a-4e1b-8ed2-c8d48b006b1d___RS_Erly.B 7674.JPG,Tomato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bfdcf96-dd24-499f-94aa-07d04ce8d930___YLCV_GCREC 2121.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\3423b48a-9ded-4b8f-b552-1121e156f932___GCREC_Bact.Sp 5894.JPG,Tomato___Bacterial_spot
Potato___Early_blight\4857420e-b28e-4bb5-aa03-5e333cf27af0___RS_Early.B 6847.JPG,Potato___Early_blight
Tomato___Target_Spot\abcfe2ba-f5a9-4b2c-a9e2-6d967064247b___Com.G_TgS_FL 7883.JPG,Tomato___Target_Spot
Corn_(maize)___Common_rust_\RS_Rust 2394.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\387e6296-d42c-4b9a-b97d-96eaa0d3f531___UF.GRC_YLCV_Lab 01409.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Apple_scab\e3509da1-332c-4e43-977a-c57978ff6a38___FREC_Scab 3219.JPG,Apple___Apple_scab
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ac2b3535-cac8-4e80-8bbc-c395cc4f2721___YLCV_NREC 0121.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\3c7e6602-8832-4502-9a10-fc06389b9604___UF.GRC_BS_Lab Leaf 0641.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\e8b966f1-b1e8-460d-899f-73a3780a36e4___GCREC_Bact.Sp 6179.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\f2c089b3-34a5-4300-848f-a0d6eebcb756___RS_Late.B 5174.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\eeae17c8-445e-4116-8329-48397093073a___GCREC_Bact.Sp 3459.JPG,Tomato___Bacterial_spot
Corn_(maize)___healthy\9ac5877f-875c-4fa6-9962-6011f7767ba0___R.S_HL 8094 copy 2.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\06cecb07-b3da-4aef-94ff-d6c6d36ddd91___YLCV_NREC 2287.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\89de7ddc-d78b-44fb-b1e5-80333e62ee33___UF.GRC_YLCV_Lab 02285.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\53e33b6d-9fc5-441b-b638-3bf067f92a99___RS_LB 2753.JPG,Potato___Late_blight
Potato___Early_blight\403aa255-393c-43b4-8f68-f68efbf4f5df___RS_Early.B 8544.JPG,Potato___Early_blight
Tomato___Bacterial_spot\b3f77a28-f60f-46fa-91ff-cdfad5979420___UF.GRC_BS_Lab Leaf 0714.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\da64984c-9a45-423d-9017-bef99b331c52___Matt.S_CG 7629.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\29b48751-7688-4d68-9a79-34452889e936___UF.GRC_YLCV_Lab 01975.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\538ae10f-3137-4050-86f1-7439bc80e364___JR_FrgE.S 2766.JPG,Apple___Black_rot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b689c61e-2685-4c51-9b1c-a136bc61cae7___YLCV_NREC 0276.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\b967a703-bef2-4d8a-9159-ddae8b8430c5___Com.G_SpM_FL 8777.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Target_Spot\0f32cb0d-8a87-4d7b-beb1-945c4e1cd374___Com.G_TgS_FL 0642.JPG,Tomato___Target_Spot
Tomato___Early_blight\99cfe9bb-77a1-4bd6-9c48-58fffac2a133___RS_Erly.B 7387.JPG,Tomato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\b1f317e9-70b9-4479-9004-27d0dd72d813___Com.G_SpM_FL 8865.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\87a0b79c-e258-47cb-8b47-7b1393b132c4___UF.GRC_YLCV_Lab 01430.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b28284fb-bef6-417b-abc3-36ac5f00c8a8___YLCV_NREC 2025.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\4e3e2f5a-04a7-4142-aad1-acfa13344e33___GH_HL Leaf 358.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\861da64c-f519-44c7-afe2-9b4892fd96a8___UF.GRC_YLCV_Lab 02087.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\2e8198eb-5d36-4eae-9ec7-43a28e394079___YLCV_GCREC 5285.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\e7f0bd90-56b8-4d09-a406-9c4786eaca3a___RS_HL 7738.JPG,Apple___healthy
Corn_(maize)___healthy\61cbb621-c692-408b-810b-dd09d7d7e1bf___R.S_HL 8330 copy 3.jpg,Corn_(maize)___healthy
Corn_(maize)___Northern_Leaf_Blight\b5721e14-a2cf-4010-96cf-9716630155e1___RS_NLB 3552.JPG,Corn_(maize)___Northern_Leaf_Blight
Corn_(maize)___Common_rust_\RS_Rust 2363.JPG,Corn_(maize)___Common_rust_
Potato___Late_blight\09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Potato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\aede12d4-2bc7-499e-98e3-8babc4d50590___Com.G_SpM_FL 1641.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___healthy\efdf2bd7-ff6c-424a-9d81-dc6628278dc6___RS_HL 0065.JPG,Tomato___healthy
Tomato___healthy\4022afd0-756b-4f07-9a8a-3cdf425d0cc5___RS_HL 0134.JPG,Tomato___healthy
Tomato___Leaf_Mold\0b3d5bf2-607f-4f95-bdcd-3542b8bd3244___Crnl_L.Mold 6654.JPG,Tomato___Leaf_Mold
Apple___Black_rot\ff4e792b-14c5-41db-af9e-0676abf8d20a___JR_FrgE.S 3088.JPG,Apple___Black_rot
Potato___Late_blight\f93b9fc8-469b-4a2f-8c0b-ca3d1a093185___RS_LB 3870.JPG,Potato___Late_blight
Tomato___Leaf_Mold\2f3608fd-5632-47ae-9309-970728d4342e___Crnl_L.Mold 6778.JPG,Tomato___Leaf_Mold
Corn_(maize)___Northern_Leaf_Blight\f0b49686-1a0f-4c01-9b60-e816c513215f___RS_NLB  4506 copy.jpg,Corn_(maize)___Northern_Leaf_Blight
Potato___Late_blight\6f669c56-c863-4c71-be49-8d020d3f7d3d___RS_LB 5128.JPG,Potato___Late_blight
Apple___healthy\1f2a82f5-af63-46b8-9c18-d8b9567db343___RS_HL 7849.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ca89f89-3e75-42fc-9f56-52b7f963749d___YLCV_NREC 0138.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\7c3b7797-2ca7-4c35-af30-ca0ca7217015___Com.G_SpM_FL 8830.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___Northern_Leaf_Blight\c46d21be-77a3-441e-b301-de0da5b99898___RS_NLB 4234.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Septoria_leaf_spot\82946234-504f-4bc0-b98e-ec8d2bbfc2d4___Matt.S_CG 7715.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\53251828-7d15-4c0d-8f67-795b69326594___YLCV_GCREC 2270.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\530e2e65-0ca2-40aa-89cb-b700c9503fb6___Com.G_SpM_FL 9558.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Bacterial_spot\bf5a66b5-5d94-4bd1-a01a-a789ff7a516e___GCREC_Bact.Sp 3389.JPG,Tomato___Bacterial_spot
Tomato___Target_Spot\3a2dbdb1-188c-4499-acff-1bcc3b377320___Com.G_TgS_FL 8206.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\13e0f361-b8b7-442e-a73d-cfb45c2d73d4___YLCV_GCREC 5360.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Target_Spot\c1ce6483-52a4-4264-939e-2cc80a041c84___Com.G_TgS_FL 9800.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\25f80470-b3ed-4bc5-b6c5-30181430ab05___UF.GRC_YLCV_Lab 02918.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\ea19d516-b7fd-45c3-a459-68281f3bd9aa___Crnl_L.Mold 6836.JPG,Tomato___Leaf_Mold
Potato___Late_blight\33fa45a7-e6ff-4e75-9c6e-28570fdfedb6___RS_LB 3054.JPG,Potato___Late_blight
Apple___Black_rot\554089f3-ff67-45ff-9d9a-b0aba573df6a___JR_FrgE.S 2730.JPG,Apple___Black_rot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d035829b-f35c-4ce0-9545-06aa467efc29___UF.GRC_YLCV_Lab 01689.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___healthy\07317e94-df27-4c29-bd69-6c5e54a0457d___R.S_HL 7998 copy.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\99abcc2c-0b45-4868-bf37-23c347dbb4b8___YLCV_GCREC 2257.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\ae38f458-d36e-43ce-95a5-45b775692d8d___RS_Early.B 8644.JPG,Potato___Early_blight
Tomato___Spider_mites Two-spotted_spider_mite\7a44f68b-8741-4977-a2e8-ca0a42f846b4___Com.G_SpM_FL 8623.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Spider_mites Two-spotted_spider_mite\301b8b4c-f7d4-4626-b527-9f01cec643cf___Com.G_SpM_FL 8643.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Spider_mites Two-spotted_spider_mite\45530c9d-8c79-4436-8d2e-e4ba926d7ef3___Com.G_SpM_FL 8986.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Potato___Late_blight\a440233c-0ef8-408f-8ebb-1c12e8bc4464___RS_LB 4768.JPG,Potato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\ac3cffb3-eb0b-4be4-9acd-c36d412b7faf___Com.G_SpM_FL 1338.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Bacterial_spot\5cf74b8f-2a3a-4141-8309-1c02f01ab444___GCREC_Bact.Sp 5967.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\20e0f40f-77ed-4aaf-a675-dd44b2e5ffd9___YLCV_GCREC 5328.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_mosaic_virus\f404ec4e-80d9-4392-900e-43a28f689145___PSU_CG 2323.JPG,Tomato___Tomato_mosaic_virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\04d1d26d-181b-4f7a-b586-44aefe1c9af9___YLCV_NREC 0286.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fa4dfd7e-b40d-48ac-b841-bb7d9645422a___YLCV_NREC 2631.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\15cae3c8-6843-49d1-8da6-33bd014f05ce___GH_HL Leaf 169.JPG,Tomato___healthy
Apple___healthy\6fb1530c-0b24-48df-b2f2-02a8498546ad___RS_HL 8168.JPG,Apple___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\2ce6e1ab-1743-44f9-b3c2-d70304eb9366___YLCV_GCREC 5255.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\1959b368-d593-4e9a-81b0-f723593192a6___YLCV_GCREC 5138.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5813e21e-042f-4579-ad6d-7fe37f30db98___YLCV_NREC 0247.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\494f0c1d-2f54-40f0-a9e0-0f05b848cce4___YLCV_GCREC 2155.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Early_blight\95de9f94-ddb1-4303-b3d9-a3ad2b430bbf___RS_Erly.B 9554.JPG,Tomato___Early_blight
Tomato___Bacterial_spot\9a124e24-d9d2-43f3-b2b9-968e4422744c___GCREC_Bact.Sp 5998.JPG,Tomato___Bacterial_spot
Potato___Late_blight\80bdc2a3-66b8-4d95-abe7-65c7806f7cbf___RS_LB 3073.JPG,Potato___Late_blight
Tomato___healthy\c30a18fe-8a24-4f0e-9c33-ed8632eead8e___RS_HL 9965.JPG,Tomato___healthy
Potato___Late_blight\6463a976-e8e1-4698-8044-c1b6db0ef5ee___RS_LB 4741.JPG,Potato___Late_blight
Apple___Black_rot\a572ba2c-a691-4133-bb2f-e6e97edb749c___JR_FrgE.S 2991.JPG,Apple___Black_rot
Corn_(maize)___Common_rust_\RS_Rust 2014.JPG,Corn_(maize)___Common_rust_
Tomato___Bacterial_spot\27637c36-4f67-429c-97a0-39d035f3fd38___UF.GRC_BS_Lab Leaf 8864.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c4f062ae-c236-466b-b4bd-ef65ae022244___UF.GRC_YLCV_Lab 02401.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\5c0e506b-b1cb-49a7-b764-b80b73d4244e___Com.G_SpM_FL 1196.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Late_blight\506f24fb-92f4-4fe6-9d67-31e3ddd05fc0___GHLB2 Leaf 8819.JPG,Tomato___Late_blight
Tomato___Late_blight\728bec30-bf7b-40f0-abb5-cf6a78d018da___GHLB2 Leaf 8817.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b18eb091-d425-410e-b0ab-d81a0964fc01___YLCV_NREC 2702.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\88cb990c-385b-4d79-89f4-f1a8698a2845___GCREC_Bact.Sp 5576.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\62b151e8-3ff6-444f-aa56-af06e198d9ed___GCREC_Bact.Sp 5971.JPG,Tomato___Bacterial_spot
Apple___Apple_scab\a2d74032-fd6c-469b-897a-054705e03dec___FREC_Scab 3028.JPG,Apple___Apple_scab
Corn_(maize)___healthy\f85a5f36-d0f7-4aaa-9d28-9ff33d092385___R.S_HL 8207 copy 2.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\ddb77cd4-07b4-49bd-9381-1edc82531134___UF.GRC_YLCV_Lab 01696.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\f52594e8-944c-4c02-8bd3-47f98a1cf375___Matt.S_CG 1607.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Common_rust_\RS_Rust 2725.JPG,Corn_(maize)___Common_rust_
Tomato___Bacterial_spot\8897f549-538f-46d9-a2f7-53eb07e7f89d___UF.GRC_BS_Lab Leaf 8885.JPG,Tomato___Bacterial_spot
Corn_(maize)___Common_rust_\RS_Rust 2145.JPG,Corn_(maize)___Common_rust_
Tomato___healthy\2b91175f-d3de-47dd-b386-5fd639e8b531___RS_HL 0216.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\5b017709-c5c5-4b33-8c69-2fe84af6d1cf___UF.GRC_YLCV_Lab 03369.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\0eb24a67-a174-43db-86c7-cca8795942a2___RS_LB 4722.JPG,Potato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\19a20587-f100-4b2e-9c07-d07143b3b7d7___YLCV_NREC 2567.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\e3b5600f-9c88-4060-826f-aa7c972c9325___GH_HL Leaf 291.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\76c0d4b0-65bd-43da-8fbf-e94e08ec3272___YLCV_GCREC 2123.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\86f6b322-e7af-4d91-b0c3-c5c6d6336fa5___RS_HL 7422.JPG,Apple___healthy
Tomato___Septoria_leaf_spot\02ab6821-757a-401b-ac04-919fdceee1f0___Matt.S_CG 1653.JPG,Tomato___Septoria_leaf_spot
Tomato___healthy\6dca3464-9e71-4edf-9ca5-746b5eebe418___GH_HL Leaf 352.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d39b7219-6219-4fee-892b-dd4e2e963217___UF.GRC_YLCV_Lab 02868.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_mosaic_virus\526f2f56-2290-422d-a454-d576aa72d466___PSU_CG 2057.JPG,Tomato___Tomato_mosaic_virus
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\4be4a686-ab64-43d7-9d7c-0939e389aac9___RS_GLSp 9338.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Bacterial_spot\fd3a25ef-50f2-4ca2-a20d-d0a99bcbae13___GCREC_Bact.Sp 6394.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\69fff432-3c80-4202-8e8a-7fed08ec0baa___RS_Late.B 6825.JPG,Tomato___Late_blight
Tomato___Septoria_leaf_spot\18b450ff-ae57-4873-9c73-7ebef0b659cd___Matt.S_CG 0953.JPG,Tomato___Septoria_leaf_spot
Tomato___Bacterial_spot\f2862b49-bab8-4d3e-abc3-0816c0f0010e___GCREC_Bact.Sp 6311.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f7c48294-373d-4536-aadb-9d88c9ec2f9f___YLCV_NREC 2755.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\5412de7d-df5d-4a05-be4b-e108811c4a3e___JR_FrgE.S 2820.JPG,Apple___Black_rot
Tomato___Bacterial_spot\7d7eab4f-21d6-4601-9c1e-1ff07404774e___UF.GRC_BS_Lab Leaf 0268.JPG,Tomato___Bacterial_spot
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\be07b9de-4629-49c1-bde7-e4c9b79c55ef___RS_GLSp 4495.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Bacterial_spot\88952ffa-2794-4088-8e71-ea69de1dc141___GCREC_Bact.Sp 3612.JPG,Tomato___Bacterial_spot
Tomato___Leaf_Mold\cf08d13a-ab82-4f09-92ab-8f45fe1eb086___Crnl_L.Mold 8671.JPG,Tomato___Leaf_Mold
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f36250a4-3429-428b-bf7e-db38961ed157___YLCV_NREC 0277.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\be5c54f2-f81d-4365-ac23-6a1c4ce3c8d8___GCREC_Bact.Sp 3611.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\28e6031f-e23e-451b-9f44-12bec70ca2eb___YLCV_NREC 2070.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0dc37de6-047f-43d5-8b83-cd50628b1606___YLCV_NREC 2611.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Northern_Leaf_Blight\011b766d-7744-420d-a1a1-57bdff9b4ddd___RS_NLB 4128.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\12a87d9e-367c-491c-a7bf-534dd723678b___UF.GRC_YLCV_Lab 01447.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
